user,user_profile,date_review,title,rating,type_visit,num_contributions,review,restaurant,review_cleaned,year,month
Roger M,rogermB8208MG,2022-05-13,Repas d'anniversaire d'un petit-fils de 10 ans,2.0,none,2,"Nous avions choisi d'emmener notre petit-fils pour déjeuner pour ses 10 ans dans un grand restaurant avec une vue magnifique sur Lyon. Nous avions réservé très à l'avance précisant de nous placer si possible près de la verrière, que nous voulions des ou une bougie ""10"" pour le dessert et s'il fallait ou non les apporter: on nous a dit qu'il n'était pas nécessaire de les apporter, qu'ils avaient ce qu'il fallait.
Nous avons été très bien placés. 
Les plats de la carte étant un peu complexes pour lui, il aurait souhaité du filet de boeuf. On nous a répondu que ce n'était pas possible, il n'y avait que le menu enfant avec assiette de charcuterie puis steak haché et frites, et glace fraise estragon! Pas mal pour un anniversaire! Quant à l'équilibre...Menu à 36 Euros quand même.
Au dessert il y avait ""bon anniversaire "" en filament chocolat dans son assiette, pas de bougie. Certes avec les glaces, mais 1 bougie ""10"" sur un financier par exemple c'était possible!
En partant mon épouse a demandé si on pouvait me donner un menu cartonné pour qu'il ait un souvenir, je passais payer ensuite. Comme je ne savais pas je n'ai pas demandé, et on ne m'en a pas donné. Nous avons du revenir le lendemain pour avoir ce menu, non sans avoir eu auparavant quelqu'un de peu aimable au téléphone.

En résumé une grosse déception, heureusement qu'il a apprécié le lieu et quand même son repas! A ce niveau de prix on attendait beaucoup mieux.",Les Terrasses de Lyon,choisi demmener petitfils déjeuner grand restaurant vue magnifique lyon réservé très lavance précisant placer possible près verrière voulions bougie dessert sil fallait non apporter dit quil nétait nécessaire apporter quils quil fallait avon très bien placés plat carte peu complex souhaité filet boeuf répondu nétait possible menu enfant assiette charcuterie puis steak haché frites glace fraise estragon mal anniversaire quant léquilibremenu euro quand dessert bon anniversaire filament chocolat assiette bougie certes glaces bougie financier exemple cétait possible partant épouse demandé pouvait donner menu cartonné quil souvenir passais payer ensuite comme savais nai demandé men donné avon revenir lendemain avoir menu non sans avoir auparavant quelquun peu aimable téléphone résumé grosse déception heureusement quil apprécié lieu quand repas niveau prix attendait beaucoup mieux,2022,5
Lucie B,luciebS8284WD,2022-05-01,Anniversaire 18 ans,5.0,family,8,"Très bon accueil, une vue très agréable sur Lyon , un service exceptionnel. 
Le personnel est parfait pas trop insistant et très à l’écoute il nous on mis à l’aise directement",Les Terrasses de Lyon,très bon accueil vue très agréable lyon service exceptionnel personnel parfait trop insistant très lécoute laise directement,2022,5
theomimie,theomimie,2022-04-23,Grande déception,2.0,none,284,"Les 3 menus (125, 105 et 89€) proposent tous le pigeon (plat signature) et impossible de changer. Nous nous reportons donc sur les plats à la carte avec le choix d’une sole et d’un ris de veau. D’emblée, on nous dit que la sole est remplacé par de la lotte. La commande passée, on vient après coup nous dire qu’il n’y a plus de ris de veau. Ce n’est pas très sérieux, car il serait primordial avant le service de connaître les plats qui ne pourront être proposés.
Tout au long de repas, aucune attention pour demander si tout ce passe bien ou s’il faut quelque chose. Une petite michette de pain est servie en début de repas et quand elle est consommée, personne ne repasse pour en proposer à nouveau.
En ce qui concerne la qualité et la présentation des plats, rien à redire, même s’ils n’ont rien de transcendants.
Le summun de notre déception se situe au niveau de la facturation. Le restaurant faisant partie de l’hôtel 5* Villa Florentine, on nous informe que le montant sera reporté sur la facture finale. Sur la note déposée à  table, il faut compléter avec : le nom, le n° de chambre et la signature (sans stylo, pour la petite histoire !). A notre surprise, le jour du départ, la facture comporte 2 notes de restaurant : la nôtre, mais surtout une autre d’un montant de + de 150 €. Une telle erreur est inadmissible et pas digne d’un restaurant étoilé. Même si la rectification a été faite, nous n’avons eu aucune explication du pourquoi du comment. 
Nous avons également connu plusieurs mésaventures au niveau des petits déjeuners avec notamment une attente de près de ¾ d’heure pour 2 œufs à la coque !
Il y a très clairement un problème de personnel qui est jeune et totalement inexpérimenté.",Les Terrasses de Lyon,menu proposent tous pigeon plat signature impossible changer reportons donc plat carte choix dune sole dun veau demblée dit sole remplacé lotte commande passée vient après coup dire quil plus veau nest très sérieux car primordial avant service connaître plat pourront être proposés tout long repas aucune attention demander tout passe bien sil faut quelque chose petite michette pain servie début repas quand consommée personne repasse proposer nouveau concerne qualité présentation plat rien redire sils nont rien transcendants summun déception situe niveau facturation restaurant faisant partie lhôtel villa florentine informe montant serum reporté facture finale note déposée table faut compléter nom chambre signature sans stylo petite histoire surprise jour départ facture comporte note restaurant nôtre surtout autre dun montant telle erreur inadmissible digne dun restaurant étoilé rectification faite navons aucune explication pourquoi comment avon également connu plusieurs mésaventures niveau petits déjeuners notamment attente près dheure œufs coque très clairement problème personnel jeune totalement inexpérimenté,2022,4
barthelemy m,322barthelemym,2022-03-20,Franche déception,3.0,none,23,"Je crois que c'est la première fois que rien ne me plait dans un menu.!
 Nous prenons donc des plats à la carte: je prends les escargots et ses condiments acidulés franchement pas bon  car il s'agit plus de confiture de fruits rouges que de condiments acidulés car je cherche encore l'acidulé...mais bon les goûts et les couleurs...Pas de vins aux verres, des prix pas forcement en adéquation avec un restaurant 1 étoile seulement . Du coup un repas en demi teinte qu'on a du mal à digérer.
La salle est sublime en revanche mais elle ne fait pas tout malheureusement...",Les Terrasses de Lyon,crois cest première fois rien plait menu prenons donc plat carte prends escargot condiment acidulés franchement bon car sagit plus confiture fruit rouge condiment acidulés car cherche encore lacidulémais bon goûts couleurspas vins verres prix forcement adéquation restaurant étoile seulement coup repas demi teinte quon mal digérer salle sublime revanche fait tout malheureusement,2022,3
Thierry P,M7225JWthierryp,2022-02-21,notation du restaurant,4.0,none,7,"excellent table  lyonnaise , des plats raffinés et fins mais service n'étant pas à la hauteur d'un restaurant étoilé Michelin",Les Terrasses de Lyon,excellent table lyonnaise plat raffinés fin service nétant hauteur dun restaurant étoilé michelin,2022,2
Christine V,396christinev,2022-02-20,Délicieux repas avec vue splendide,4.0,couples,104,"Nous avons beaucoup aimé notre dîner en amoureux. Le repas était très bien présenté et les goûts présents dans l’assiette . 
2 bémols étaient néanmoins présents : le pain congelé … vraiment dommage dans ce type d’établissements! Il y avait une partie hyper chaude et une partie glacée dans mon pain et le prix du vin au verre ou en bouteille un peu disproportionné.",Les Terrasses de Lyon,avon beaucoup aimé dîner amoureux repas très bien présenté goûts présents lassiette bémols néanmoins présents pain congelé vraiment dommage type détablissements partie hyper chaude partie glacée pain prix vin verre bouteille peu disproportionné,2022,2
Aulh,Aurlhe,2022-02-01,Superbe moment hors du temps,5.0,couples,30,"Cuisine divine, personnel au petit soin sans être étouffant, cadre exceptionnel. Vous pouvez y aller les yeux fermés.",Les Terrasses de Lyon,cuisine divine personnel petit soin sans être étouffant cadre exceptionnel pouvez aller yeux fermés,2022,2
cbbulle,cbbulle,2021-12-20,Pas au niveau d'un étoilé,2.0,couples,3,"Grande déception pour ce restaurant qui a pourtant 1 étoile... 1h d'attente avant d'avoir l'entrée, pain (dé)congelé sans choix pour les intolérants au gluten, service à revoir, port du masque aléatoire pour un serveur. Grand manque d'authenticité. Repas convenable mais sans explosion de saveur. Joli cadre néanmoins.
Nous pouvons comparer avec d'autres étoilés Lyonnais et celui-ci n'est pas à la hauteur.",Les Terrasses de Lyon,grande déception restaurant pourtant étoile dattente avant davoir lentrée pain décongelé sans choix intolérants gluten service revoir port masque aléatoire serveur grand manque dauthenticité repas convenable sans explosion saveur joli cadre néanmoins pouvons comparer dautres étoilés lyonnais celuici nest hauteur,2021,12
corian,corian07,2021-12-07,"Nouvel écrin, nouvelle visite et nouvel avis",5.0,none,136,"Pour la prestation de serment d'avocat de notre fille, nous avons souhaité l'inviter dans un restaurant qu'elle ne connaissait pas encore. Repas familial donc pour un jour de fête. Et bien ce repas a contribué à faire de cette journée une journée inoubliable pour notre jeune avocate. Grace au site enchanteur, ce n'est pas nouveau, grâce à une décoration renouvelée que nous avons trouvée très élégante et raffinée, mais aussi grâce à des assiettes belles et (très) bonnes. Mention spéciale pour le plat signature : pigeon cuit à l'étouffé. Et enfin parce que dès que nous avons franchi le seuil du restaurant nous avons été accueilli avec le sourire (oui le sourire ""se voit"" même avec les masques de rigueur). Bien sur que tout n'est pas parfait, par exemple le jeune homme qui s'occupait de notre table ne connaissait pas la carte des vins dans les moindres détails. Nous lui avons demandé quel Pouilly Fuissé accompagnerait le mieux nos choix de plats, il a eu l'honnêteté, la rigueur intellectuelle de répondre je ne sais pas je vais demander à un collègue. Il aurait été tellement plus simple pour lui de faire semblant. Je le remercie vivement de sa probité. Par ailleurs, il a su nous présenter chaque plat de la carte de façon précise et gourmande.
Enfin, en cette période de pandémie précisons que les gestes barrières sont parfaitement respectés et que l'hygiène des lieux est absolument irréprochable.
Merci à l'équipe des Terrasses.",Les Terrasses de Lyon,prestation serment davocat fille avon souhaité linviter restaurant quelle connaissait encore repas familial donc jour fête bien repas contribué faire cette journée journée inoubliable jeune avocate grace site enchanteur nest nouveau grâce décoration renouvelée avon trouvée très élégante raffinée aussi grâce assiettes belle très bonnes mention spéciale plat signature pigeon cuit létouffé enfin parce dès avon franchi seuil restaurant avon accueilli sourire oui sourire voit masque rigueur bien tout nest parfait exemple jeune homme soccupait table connaissait carte vins moindres détails avon demandé quel pouilly fuissé accompagnerait mieux choix plat lhonnêteté rigueur intellectuelle répondre sais vais demander collègue tellement plus simple faire semblant remercie vivement probité ailleurs présenter chaque plat carte façon précise gourmande enfin cette période pandémie précisons gestes barrières parfaitement respectés lhygiène lieux absolument irréprochable merci léquipe terrasses,2021,12
Clem,70clemp,2021-11-29,Magnifique moment ..,4.0,none,12,"Nous avons passés un magnifique moment en amoureux.
Le personnel qui nous a servi, nous a conseillés sur le choix des plats et des vins, et étaient fort sympathiques, très professionnels. 
Nous n'avons pas spécialement attendu, tout s'est bien déroulé comme il fallait. Rien à redire sur ce point.
Les mets étaient très bons, à la hauteur de la réputation du restaurant.
La décoration est magnifique. Ambiance calme et raffinée.

Le seul GROS POINT NÉGATIF : l'accueil téléphonique au moment de la réservation/confirmation de réservation. La dame au bout du fil était désagréable et expéditive (et pourtant je n'ai pas appelé en plein service...). Ne lui posez surtout pas la question ""Aurons-nous une table proche de la baie vitrée?"" car cela l'exaspère au point de souffler et de répondre ""Vous verrez bien la table que vous aurez"". 
Pas à la hauteur d'un étoilé. Je pense que si cette question la dérange autant, qu'elle aille servir dans un autre établissement... D'ailleurs je pense que c'est la même personne qui nous a accueillis à l'entrée... son regard de nos pieds à notre tête n'étaient pas très discret.... nous étions habillés correctement, en adéquation avec le standing de l'établissement, cela mets quelque peu les clients mal à l'aise ... 
Par contre, je tiens à dire que le reste du personnel a été irréprochable !! :) 
Nous avons été placé au fond de la salle, loin de la baie vitrée (par punition pour ma question posée par téléphone ??). Finalement, pour un dîner (soirée), je le recommande car la vue (pourtant exceptionnelle) ne se voit pas tellement, je pense que les clients voient plus leurs reflets dans la baie vitrée que la ville... :) En revanche en journée, au déjeuner, être proche de la baie vitrée doit être certainement splendide. 
J'aurais mis 5* s'il n'y avais pas eu cet incident téléphone. Je recommande vivement malgré cela...",Les Terrasses de Lyon,avon passés magnifique moment amoureux personnel servi conseillés choix plat vins fort sympathiques très professionnels navons spécialement attendu tout sest bien déroulé comme fallait rien redire point mets très bons hauteur réputation restaurant décoration magnifique ambiance calme raffinée seul gros point négatif laccueil téléphonique moment réservationconfirmation réservation dame bout fil désagréable expéditive pourtant nai appelé plein service posez surtout question auronsnous table proche baie vitrée car cela lexaspère point souffler répondre verrez bien table hauteur dun étoilé pense cette question dérange autant quelle aille servir autre établissement dailleurs pense cest personne accueillis lentrée regard pieds tête nétaient très discret habillés correctement adéquation standing létablissement cela mets quelque peu client mal laise contre tiens dire reste personnel irréprochable avon placé fond salle loin baie vitrée punition question posée téléphone finalement dîner soirée recommande car vue pourtant exceptionnelle voit tellement pense client voient plus leurs reflets baie vitrée ville revanche journée déjeuner être proche baie vitrée doit être certainement splendide jaurais sil cet incident téléphone recommande vivement malgré cela,2021,11
